2023-05-12 11:24:02,201 INFO    StreamThr :22254 [internal.py:wandb_internal():86] W&B internal server running at pid: 22254, started at: 2023-05-12 11:24:02.201205
2023-05-12 11:24:02,202 DEBUG   HandlerThread:22254 [handler.py:handle_request():144] handle_request: status
2023-05-12 11:24:02,207 INFO    WriterThread:22254 [datastore.py:open_for_write():85] open: /home/qcqced/바탕화면/ML_Test/image2text/wandb/run-20230512_112402-cx8m8hgq/run-cx8m8hgq.wandb
2023-05-12 11:24:02,207 DEBUG   SenderThread:22254 [sender.py:send():375] send: header
2023-05-12 11:24:02,234 DEBUG   SenderThread:22254 [sender.py:send():375] send: run
2023-05-12 11:24:02,724 INFO    SenderThread:22254 [dir_watcher.py:__init__():219] watching files in: /home/qcqced/바탕화면/ML_Test/image2text/wandb/run-20230512_112402-cx8m8hgq/files
2023-05-12 11:24:02,724 INFO    SenderThread:22254 [sender.py:_start_run_threads():1124] run started: cx8m8hgq with start time 1683858242.202141
2023-05-12 11:24:02,725 DEBUG   SenderThread:22254 [sender.py:send_request():402] send_request: summary_record
2023-05-12 11:24:02,725 INFO    SenderThread:22254 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-12 11:24:02,725 DEBUG   HandlerThread:22254 [handler.py:handle_request():144] handle_request: check_version
2023-05-12 11:24:02,726 DEBUG   SenderThread:22254 [sender.py:send_request():402] send_request: check_version
2023-05-12 11:24:02,797 DEBUG   HandlerThread:22254 [handler.py:handle_request():144] handle_request: run_start
2023-05-12 11:24:02,802 DEBUG   HandlerThread:22254 [system_info.py:__init__():31] System info init
2023-05-12 11:24:02,802 DEBUG   HandlerThread:22254 [system_info.py:__init__():46] System info init done
2023-05-12 11:24:02,803 INFO    HandlerThread:22254 [system_monitor.py:start():181] Starting system monitor
2023-05-12 11:24:02,803 INFO    SystemMonitor:22254 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-12 11:24:02,803 INFO    HandlerThread:22254 [system_monitor.py:probe():201] Collecting system info
