2023-05-12 10:14:16,574 INFO    StreamThr :17083 [internal.py:wandb_internal():86] W&B internal server running at pid: 17083, started at: 2023-05-12 10:14:16.574617
2023-05-12 10:14:16,575 DEBUG   HandlerThread:17083 [handler.py:handle_request():144] handle_request: status
2023-05-12 10:14:16,579 INFO    WriterThread:17083 [datastore.py:open_for_write():85] open: /home/qcqced/바탕화면/ML_Test/image2text/wandb/run-20230512_101416-3dss6lcj/run-3dss6lcj.wandb
2023-05-12 10:14:16,579 DEBUG   SenderThread:17083 [sender.py:send():375] send: header
2023-05-12 10:14:16,589 DEBUG   SenderThread:17083 [sender.py:send():375] send: run
2023-05-12 10:14:21,583 INFO    SenderThread:17083 [dir_watcher.py:__init__():219] watching files in: /home/qcqced/바탕화면/ML_Test/image2text/wandb/run-20230512_101416-3dss6lcj/files
2023-05-12 10:14:21,583 INFO    SenderThread:17083 [sender.py:_start_run_threads():1124] run started: 3dss6lcj with start time 1683854056.575538
2023-05-12 10:14:21,583 DEBUG   SenderThread:17083 [sender.py:send_request():402] send_request: summary_record
2023-05-12 10:14:21,583 DEBUG   HandlerThread:17083 [handler.py:handle_request():144] handle_request: status_report
2023-05-12 10:14:21,583 INFO    SenderThread:17083 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-12 10:14:21,585 DEBUG   HandlerThread:17083 [handler.py:handle_request():144] handle_request: check_version
2023-05-12 10:14:21,585 DEBUG   SenderThread:17083 [sender.py:send_request():402] send_request: check_version
2023-05-12 10:14:21,653 DEBUG   HandlerThread:17083 [handler.py:handle_request():144] handle_request: run_start
2023-05-12 10:14:21,658 DEBUG   HandlerThread:17083 [system_info.py:__init__():31] System info init
2023-05-12 10:14:21,659 DEBUG   HandlerThread:17083 [system_info.py:__init__():46] System info init done
2023-05-12 10:14:21,659 INFO    HandlerThread:17083 [system_monitor.py:start():181] Starting system monitor
2023-05-12 10:14:21,659 INFO    SystemMonitor:17083 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-12 10:14:21,659 INFO    HandlerThread:17083 [system_monitor.py:probe():201] Collecting system info
2023-05-12 10:14:21,659 INFO    SystemMonitor:17083 [interfaces.py:start():190] Started cpu monitoring
